Lbol,Phi,Error_Phi,Error_Lbol
42.97451501949699,-2.888513259392853,0.296,0.0
43.9084956793705,-3.6831472932292546,0.26,0.375
44.54087040550559,-3.9450031532413226,0.16,0.245000000000001
44.8954551542076,-4.539497232479077,0.16,0.13500000000000156
45.427245684350716,-5.3145578827820295,0.16,0.1999999999999993
45.89765990566232,-5.859838622219412,0.224,0.1750000000000007
46.38531141392719,-6.550221750741401,0.224,0.17999999999999972
47.13568822586712,-8.169467271314392,0.367,0.2749999999999986
48.275672258271534,-9.453501125638557,0.76,0.41499999999999915
43.75612191694893,-3.403473589518965,0.21000000000000002,0.0
45.0542436260761,-4.543158512526514,0.21000000000000002,0.5
46.398902742227946,-6.539737385549384,0.21000000000000002,0.5
47.76666453190977,-9.528929130000872,0.81,0.5
43.563290933812226,-3.7064727395028068,0.26,0.0
44.19939760470395,-3.7157944117951294,0.21000000000000002,0.25
44.85179268546909,-4.269137788524065,0.21000000000000002,0.25
45.516846617545546,-5.126444733994467,0.31,0.25
42.31034707765829,-2.5320536283697908,0.26826747707385357,0.0
42.75420304863007,-2.6785322213044123,0.25031230961547957,0.1875
43.20993027759589,-3.0999895327856746,0.31996486825163006,0.1875
43.677182244298436,-3.9248206854567242,0.6188206779961034,0.1875
44.15505901753814,-3.5901456817299886,0.18987611276952765,0.1875
44.64224518246289,-3.8602072246808072,0.1319556044577077,0.1875
45.1372119049694,-4.840803663523472,0.19007088346345902,0.1875
45.63841716862839,-5.406339504723046,0.2225006803865257,0.1875
46.14445414165593,-6.400806482928096,0.659551741635348,0.1875
39.155157850381755,-0.45923557453216235,0.5865677600864863,0.0
39.40888699126564,-0.6537548192926308,0.43127784856813,0.125
39.664330054663125,-0.7648988772562157,0.29796803557022844,0.125
39.92175368087171,-0.8610167432468372,0.22595692612000418,0.125
40.18145484516228,-1.0174051661163697,0.16409678518627258,0.125
40.4437598757577,-1.0689123594547598,0.13431139374182077,0.125
40.70902138091425,-1.2773971475131347,0.114390314498771,0.125
40.97761240726989,-1.5406385822877162,0.11538600913106677,0.125
41.24991716740588,-1.735768966219958,0.11203062925085037,0.125
41.526317840847454,-1.9979921250722348,0.1141276922974923,0.125
41.80717734046684,-2.2458293436969954,0.12413845370309005,0.125
42.092818592746475,-2.5523133266351667,0.14678136941415265,0.125
42.38350178107563,-2.9062715186273715,0.21513834405257537,0.125
42.679401995923676,-3.1590957884183517,0.26587358434892683,0.125
42.98059052582104,-3.331621132679859,0.26597521933280466,0.125
43.287023221306136,-3.5725737412766896,0.26742301893731013,0.125
43.59853866035385,-3.6852320755998544,0.23328218497788167,0.125
43.91486722133352,-3.7489711447706866,0.1664919047167437,0.125
44.23565002492526,-4.069262592628166,0.1838410084423432,0.125
44.560464737925585,-4.112459891101263,0.12371708484404319,0.125
44.888854110764115,-4.3659396739756335,0.106015521451835,0.125
45.22035315059766,-4.810373802083479,0.0991838830993481,0.125
45.55451183165563,-5.2605014378227315,0.10052992043129126,0.125
45.8909117110342,-5.805808842135797,0.1003036801103223,0.125
46.229176220039236,-6.329672763136318,0.11771426661055372,0.125
46.56897539943528,-7.070920304777493,0.1630988895558334,0.125
46.910026350032865,-8.027590365740625,0.40402976952194636,0.125
39.92175368087171,-1.0997466249425005,2.1010276837923154,0.0
40.18145484516228,-1.1797291525493532,0.9995813444562547,0.125
40.4437598757577,-1.1217372055716663,0.49706590233236103,0.125
40.70902138091425,-1.472193799496396,0.43217663450801846,0.125
40.97761240726989,-1.476597186964431,0.27292814506014706,0.125
41.24991716740588,-1.6481727361715461,0.2608017193936123,0.125
41.526317840847454,-2.073400868419235,0.28247813667344457,0.125
41.80717734046684,-2.312942691710113,0.24905515556480573,0.125
42.092818592746475,-2.43207796039233,0.2009367859853297,0.125
42.38350178107563,-2.5509688454017785,0.1908934890081886,0.125
42.679401995923676,-2.6354895767948325,0.18902255077947738,0.125
42.98059052582104,-3.1023614730577744,0.25680930746312636,0.125
43.287023221306136,-3.1554268595339057,0.2568140321403929,0.125
43.59853866035385,-3.6062277469058936,0.34191574489281895,0.125
43.91486722133352,-3.404031055653173,0.19272534199100622,0.125
44.23565002492526,-3.5848780351280896,0.16458180703510306,0.125
44.560464737925585,-3.6150065816046606,0.12921648068313485,0.125
44.888854110764115,-4.23220977451395,0.1642632911696016,0.125
45.22035315059766,-4.884889129517673,0.23538029104158187,0.125
45.55451183165563,-5.0217022895335965,0.2886779173210494,0.125
45.8909117110342,-5.423966537583036,0.392538788657671,0.125
44.09398275607391,-3.8084992375586313,0.3766371177530021,0.0
44.417078357347805,-4.119982527982036,0.29479605159898714,0.125
44.743952294542446,-4.394913762051188,0.22464470266498782,0.125
45.07413986507224,-4.818145368872457,0.2071196818967176,0.125
45.4071820305106,-5.410564197811985,0.26248703375162763,0.125
45.742644818484706,-5.926359075429569,0.3106771974694771,0.125
46.080132349658264,-6.248745668144589,0.31602210611728165,0.125
43.44216009265495,-3.9430352138215614,0.21898764024997863,0.0
44.07472708315647,-4.013448443190393,0.1336909988190753,0.25
44.724241765990584,-4.530622266107611,0.10403435111962821,0.25
45.38712707928198,-5.232505722029346,0.09629001853342366,0.25
46.05983262448907,-6.250518531824724,0.12473090931016649,0.25
46.739360299450894,-6.806640944498734,0.12895849423758254,0.25
43.510815735433454,-3.4672207296350965,0.09513085769747874,0.0
43.81313874336833,-3.795856140816371,0.14483067438161545,0.120000000000001
43.97229098659061,-3.5576668968842298,0.1096414608588072,0.0625
44.13253966798149,-3.8261126760248247,0.11142783006358291,0.0625
44.29383209499696,-3.9136187992683564,0.09360799260282814,0.0625
44.45611282185203,-4.04474785145443,0.08905894402189028,0.0625
44.61932455645142,-4.2237783813621705,0.08952895987845032,0.0625
44.78340903217823,-4.475934805197708,0.08403126772771884,0.0625
44.948307818741725,-4.627216263988964,0.08306401783911908,0.0625
45.113963052276645,-4.861837215649224,0.08468559493161919,0.0625
45.28031807124959,-5.060856465765386,0.08911495166733528,0.0625
45.44731795090272,-5.588090554772335,0.12029858981902451,0.0625
45.61490993451514,-5.550568272169594,0.09804562952784023,0.0625
45.78304376439902,-5.912721267910438,0.11238677429550602,0.0625
45.95167191912818,-6.270226683970861,0.13490234829804248,0.0625
46.16139067114893,-6.8677809735521205,0.16051499783199064,0.07750000000000057
46.37851658558906,-6.935852310140355,0.15446593702035627,0.0799999999999983
46.56897539943528,-7.194585624233987,0.14418043945530656,0.07000000000000028
46.94419075195738,-8.260425609809172,0.1834869193596067,0.13750000000000284
47.38915472085759,-8.75427007543005,0.38632743164939787,0.16249999999999787
42.95023402655201,-3.1532241952735394,0.5065530069163711,0.0
43.819483152790625,-3.8168967601639534,0.5365085294462208,0.34999999999999787
44.49520091677378,-4.0979948184730555,0.5626847369707921,0.26250000000000284
44.95491988614076,-4.75112875565237,0.5471090813295694,0.17499999999999716
45.420556838340374,-5.320752483129197,0.536506163753107,0.1750000000000007
45.8909117110342,-6.169995585705066,0.47152344722288553,0.1750000000000007
46.398902742227946,-7.427004026326069,0.37980198866313697,0.1875
47.14937753187319,-8.602141645050501,0.37980139245908817,0.2749999999999986
43.819483152790625,-3.5460469341207204,0.5736720087681888,-1.25
44.49520091677378,-4.160207469774248,0.5736668172372561,0.26250000000000284
44.95491988614076,-4.562113979483068,0.6335798209951895,0.17499999999999716
45.420556838340374,-5.371447009771514,0.6030227350956887,0.1750000000000007
45.8909117110342,-6.03758861040592,0.5948280679872482,0.1750000000000007
46.398902742227946,-6.923086883303195,0.562682415918472,0.1875
47.14937753187319,-8.833864519294558,0.3798016241034532,0.2749999999999986
48.11047284640017,-9.39293855423372,0.36873138321478494,0.3500000000000014
43.625970305439424,-3.2567390290397666,0.16000000000000003,0.0
44.10275248191585,-3.686007217491529,0.14,0.1875
44.425957336618275,-4.074272795103881,0.115,0.125
44.75292796873701,-4.240635384854644,0.075,0.125
45.083199520316555,-4.802637473717681,0.08,0.125
45.41631340825377,-5.422085931016909,0.075,0.125
45.751836556465,-5.9817626736874345,0.085,0.125
46.08937424982479,-6.6073486444916485,0.09999999999999999,0.125
46.42857702620029,-7.230090830192801,0.11,0.125
47.2819978429771,-9.125162264964283,0.20500000000000002,0.3125
42.02332169301051,-1.8445789631092713,0.24,0.0
42.78670550317961,-2.8968402289207873,0.15000000000000002,0.32500000000000284
